,Unnamed: 0,X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type,Price,Qty,Owned,ΔOwn,ΔValue
8491,8491,None,2021-12-30 09:35:20,2021-12-29,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Duffey Gregory A,Dir,Purchase,$32.45,+31.00,"8,122.00",0.38%,"+$1,005.95"
8519,8519,None,2021-12-29 08:18:08,2021-12-28,TURN,180 DEGREE CAPITAL CORP.,Wolfe Daniel B,"Dir,President",Purchase,$7.20,"+1,000.00","179,000.00",0.56%,"+$7,200.00"
8531,8531,None,2021-12-29 08:15:27,2021-12-28,TURN,180 DEGREE CAPITAL CORP.,Bigelow Robert E III,"VP, Head of Fund Development",Purchase,$7.28,+250.00,"99,560.00",0.25%,"+$1,820.00"
8518,8518,None,2021-12-29 08:19:49,2021-12-27,TURN,180 DEGREE CAPITAL CORP.,Rendino Kevin,"Dir,Chairman and CEO",Purchase,$7.24,"+2,098.00","470,881.00",0.45%,"+$15,189.52"
8611,8611,None,2021-12-23 09:03:56,2021-12-22,FRAF,FRANKLIN FINANCIAL SERVICES CORP,ELLIOTT G WARREN,Dir,Purchase,$31.79,+700.00,"10,637.00",7.04%,"+$22,253.00"
8618,8618,M,2021-12-23 09:31:22,2021-12-21,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Hollar Mark R,CFO,"OptionEx,Purchase",$22.33,+103.00,"6,258.00",1.67%,"+$2,300.37"
8676,8676,None,2021-12-22 08:18:32,2021-12-21,TURN,180 DEGREE CAPITAL CORP.,Rendino Kevin,"Dir,Chairman and CEO",Purchase,$7.20,"+5,000.00","468,783.00",1.08%,"+$35,978.00"
8677,8677,None,2021-12-22 08:14:30,2021-12-21,TURN,180 DEGREE CAPITAL CORP.,Wolfe Daniel B,"Dir,President",Purchase,$7.18,"+1,830.00","178,000.00",1.04%,"+$13,139.40"
8880,8880,None,2021-12-20 16:41:31,2021-12-20,CSWC,CAPITAL SOUTHWEST CORP,BATTIST CHRISTINE,Dir,Purchase,$24.35,+400.00,"7,859.00",5.36%,"+$9,740.00"
8775,8775,None,2021-12-21 07:58:44,2021-12-17,TURN,180 DEGREE CAPITAL CORP.,Rendino Kevin,"Dir,Chairman and CEO",Purchase,$7.15,"+3,871.00","463,783.00",0.84%,"+$27,671.46"
8776,8776,None,2021-12-21 07:53:08,2021-12-17,TURN,180 DEGREE CAPITAL CORP.,Wolfe Daniel B,"Dir,President",Purchase,$7.15,+170.00,"176,170.00",0.1%,"+$1,215.50"
8967,8967,None,2021-12-17 17:35:34,2021-12-16,GWRS,"Global Water Resources, Inc.",Cohn Andrew M.,Dir,Purchase,$16.19,"+10,000.00","1,873,718.00",0.54%,"+$161,931.00"
8953,8953,None,2021-12-17 14:53:43,2021-12-15,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Hollar Mark R,CFO,Purchase,$33.21,+3.00,"6,155.00",0.05%,+$99.63
8973,8973,None,2021-12-17 14:55:26,2021-12-15,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Carmack Karen K,SVP,Purchase,$33.21,+1.00,"1,671.00",0.06%,+$33.21
9003,9003,None,2021-12-17 10:10:30,2021-12-15,MPB,MID PENN BANCORP INC,Kerwin Joseph D.,Dir,Purchase,$29.60,+500.00,"49,585.08",1.02%,"+$14,800.00"
9019,9019,None,2021-12-16 16:56:12,2021-12-15,ED,CONSOLIDATED EDISON INC,Miller Joseph,VP & Controller,Purchase,$83.26,+0.99,"1,114.80",0.09%,+$82.43
9167,9167,None,2021-12-15 15:30:51,2021-12-13,MPB,MID PENN BANCORP INC,Abel Robert A,Dir,Purchase,$30.08,"+1,000.00","18,705.13",5.65%,"+$30,080.00"
9252,9252,None,2021-12-14 09:14:34,2021-12-13,TURN,180 DEGREE CAPITAL CORP.,Wolfe Daniel B,"Dir,President",Purchase,$7.20,"+1,000.00","176,000.00",0.57%,"+$7,200.00"
9299,9299,None,2021-12-14 09:11:00,2021-12-13,TURN,180 DEGREE CAPITAL CORP.,Gift Alicia M,"Treasurer, Secretary",Purchase,$7.19,"+1,400.00","32,000.00",4.58%,"+$10,066.00"
9251,9251,None,2021-12-14 09:07:58,2021-12-10,TURN,180 DEGREE CAPITAL CORP.,Rendino Kevin,"Dir,Chairman and CEO",Purchase,$7.29,"+8,893.00","459,912.00",1.97%,"+$64,811.29"
9404,9404,None,2021-12-13 09:00:21,2021-12-10,TURN,180 DEGREE CAPITAL CORP.,Bigelow Robert E III,"VP, Head of Fund Development",Purchase,$7.28,"+1,681.00","99,310.00",1.72%,"+$12,238.02"
9332,9332,None,2021-12-13 08:37:51,2021-12-09,BWFG,"Bankwell Financial Group, Inc.",SEIDMAN LAWRENCE B,Dir,Purchase,$32.77,+131.00,"715,931.00",0.02%,"+$4,292.87"
9377,9377,None,2021-12-13 08:38:06,2021-12-09,BWFG,"Bankwell Financial Group, Inc.",Garnett James M Jr,Dir,Purchase,$32.77,+95.00,"19,637.00",0.49%,"+$3,113.15"
9402,9402,None,2021-12-13 09:17:47,2021-12-09,TURN,180 DEGREE CAPITAL CORP.,Gift Alicia M,"Treasurer, Secretary",Purchase,$7.25,+100.00,"30,600.00",0.33%,+$725.00
9480,9480,None,2021-12-10 11:25:42,2021-12-09,BWFG,"Bankwell Financial Group, Inc.",Drexler Blake S,Dir,Purchase,$33.82,+244.00,"246,761.00",0.1%,"+$8,252.08"
9481,9481,None,2021-12-10 11:26:01,2021-12-09,BWFG,"Bankwell Financial Group, Inc.",Dale Eric J,Dir,Purchase,$33.82,+144.00,"56,438.00",0.26%,"+$4,870.08"
9482,9482,None,2021-12-10 11:26:19,2021-12-09,BWFG,"Bankwell Financial Group, Inc.",Jones Daniel S,Dir,Purchase,$33.82,+116.00,"270,804.00",0.04%,"+$3,923.12"
9483,9483,None,2021-12-10 11:26:36,2021-12-09,BWFG,"Bankwell Financial Group, Inc.",Porto Carl M,Dir,Purchase,$33.82,+87.00,"31,475.00",0.28%,"+$2,942.34"
9464,9464,M,2021-12-10 09:06:55,2021-12-08,TURN,180 DEGREE CAPITAL CORP.,Rendino Kevin,"Dir,Chairman and CEO",Purchase,$7.28,"+3,703.00","451,019.00",0.83%,"+$26,961.81"
9465,9465,None,2021-12-10 11:43:43,2021-12-08,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Hollar Mark R,CFO,Purchase,$32.70,+3.00,"6,152.00",0.05%,+$98.10
9567,9567,M,2021-12-09 09:06:43,2021-12-07,TURN,180 DEGREE CAPITAL CORP.,Bigelow Robert E III,"VP, Head of Fund Development",Purchase,$7.28,+319.00,"97,629.00",0.33%,"+$2,323.57"
9607,9607,M,2021-12-08 08:57:29,2021-12-07,TURN,180 DEGREE CAPITAL CORP.,Wolfe Daniel B,"Dir,President",Purchase,$7.30,"+2,500.00","175,000.00",1.45%,"+$18,249.00"
9632,9632,None,2021-12-08 16:00:03,2021-12-06,USQIX,USQ Core Real Estate Fund,Mann Havilah Stewart,Dir,Purchase,$27.74,+126.17,"1,658.54",8.23%,"+$3,500.01"
9633,9633,None,2021-12-08 16:10:08,2021-12-06,USQIX,USQ Core Real Estate Fund,Fairchild Gregory B.,Dir,Purchase,$27.74,+360.49,"4,619.33",8.46%,"+$9,999.99"
9670,9670,None,2021-12-07 16:56:27,2021-12-06,RILY,"B. Riley Financial, Inc.",RILEY BRYANT R,"Dir,Chairman and Co-CEO10%",Purchase,$75.17,"+1,722.00","5,709,961.00",0.03%,"+$129,444.12"
9680,9680,None,2021-12-07 08:46:00,2021-12-06,TURN,180 DEGREE CAPITAL CORP.,Wolfe Daniel B,"Dir,President",Purchase,$7.25,"+2,500.00","172,500.00",1.47%,"+$18,125.00"
9692,9692,None,2021-12-07 09:17:48,2021-12-06,BWFG,"Bankwell Financial Group, Inc.",Garnett James M Jr,Dir,Purchase,$31.48,+26.00,"19,542.00",0.13%,+$818.48
9693,9693,None,2021-12-07 09:18:03,2021-12-06,BWFG,"Bankwell Financial Group, Inc.",Dale Eric J,Dir,Purchase,$31.49,+133.00,"56,294.00",0.24%,"+$4,188.17"
9694,9694,None,2021-12-07 09:18:20,2021-12-06,BWFG,"Bankwell Financial Group, Inc.",Porto Carl M,Dir,Purchase,$31.49,+66.00,"31,388.00",0.21%,"+$2,078.34"
9695,9695,None,2021-12-07 09:18:36,2021-12-06,BWFG,"Bankwell Financial Group, Inc.",Drexler Blake S,Dir,Purchase,$31.49,+171.00,"246,517.00",0.07%,"+$5,384.79"
9696,9696,None,2021-12-07 09:18:53,2021-12-06,BWFG,"Bankwell Financial Group, Inc.",Jones Daniel S,Dir,Purchase,$31.49,+133.00,"270,688.00",0.05%,"+$4,188.17"
9714,9714,None,2021-12-07 08:50:02,2021-12-03,TURN,180 DEGREE CAPITAL CORP.,Gift Alicia M,"Treasurer, Secretary",Purchase,$7.21,+500.00,"30,500.00",1.67%,"+$3,605.00"
9788,9788,M,2021-12-06 08:40:19,2021-12-02,TURN,180 DEGREE CAPITAL CORP.,Rendino Kevin,"Dir,Chairman and CEO",Purchase,$7.28,"+10,300.00","447,316.00",2.36%,"+$74,943.00"
9906,9906,None,2021-12-03 09:03:33,2021-12-02,TURN,180 DEGREE CAPITAL CORP.,Wolfe Daniel B,"Dir,President",Purchase,$7.24,"+2,500.00","170,000.00",1.49%,"+$18,094.00"
8173,8173,M,2022-01-07 17:10:47,2021-12-01,CPIX,CUMBERLAND PHARMACEUTICALS INC,KAZIMI A J,"Dir,Chairman and CEO10%",Purchase,$4.54,+394.00,"5,770,563.00",0.01%,"+$1,790.10"
8175,8175,M,2022-01-07 17:07:04,2021-12-01,CPIX,CUMBERLAND PHARMACEUTICALS INC,Cearnal Martin E,"Dir,Sr VP/Chief Commercial Officer",Purchase,$4.53,"+2,114.00","178,473.00",1.2%,"+$9,570.62"
8176,8176,M,2022-01-07 17:08:46,2021-12-01,CPIX,CUMBERLAND PHARMACEUTICALS INC,Krogulski Kenneth,Dir,Purchase,$4.51,"+1,956.00","183,141.00",1.08%,"+$8,816.58"
8177,8177,M,2022-01-07 17:12:28,2021-12-01,CPIX,CUMBERLAND PHARMACEUTICALS INC,Young Caroline,Dir,Purchase,$4.54,+394.00,"14,777.00",2.74%,"+$1,790.10"
8178,8178,M,2022-01-07 17:14:37,2021-12-01,CPIX,CUMBERLAND PHARMACEUTICALS INC,Jones James,Dir,Purchase,$4.56,+423.00,"19,365.00",2.23%,"+$1,929.65"
9910,9910,None,2021-12-03 08:44:02,2021-12-01,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Hollar Mark R,CFO,Purchase,$32.70,+3.00,"6,149.00",0.05%,+$98.10
9935,9935,None,2021-12-03 08:52:22,2021-12-01,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Hanks Patricia A,SVP,Purchase,$32.70,+3.00,"4,018.00",0.07%,+$98.10
9936,9936,None,2021-12-03 08:50:30,2021-12-01,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Carmack Karen K,SVP,Purchase,$32.70,+1.00,"1,671.00",0.06%,+$32.70
9955,9955,None,2021-12-03 08:48:28,2021-12-01,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Duffey Gregory A,Dir,Purchase,$32.70,+31.00,"8,092.00",0.38%,"+$1,013.70"
9971,9971,None,2021-12-03 08:46:24,2021-12-01,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Craig Kevin W,Dir,Purchase,$32.70,+153.00,"11,186.00",1.39%,"+$5,003.10"
10027,10027,None,2021-12-02 08:33:56,2021-12-01,TURN,180 DEGREE CAPITAL CORP.,Wolfe Daniel B,"Dir,President",Purchase,$7.30,"+2,500.00","167,500.00",1.52%,"+$18,250.00"
10034,10034,None,2021-12-02 12:47:22,2021-12-01,FRME,FIRST MERCHANTS CORP,Sherman Patrick A,Dir,Purchase,$40.65,+12.30,"49,543.80",0.02%,+$500.00
10094,10094,None,2021-12-02 08:27:44,2021-12-01,TURN,180 DEGREE CAPITAL CORP.,Bigelow Robert E III,"VP, Head of Fund Development",Purchase,$7.33,"+5,000.00","97,310.00",5.42%,"+$36,662.00"
9741,9741,None,2021-12-06 16:49:43,2021-11-30,ED,CONSOLIDATED EDISON INC,de la Bastide Lore,"SVP, Utility Shared Services",Purchase,$75.40,+4.42,978.43,0.45%,+$333.34
9742,9742,None,2021-12-06 16:51:51,2021-11-30,ED,CONSOLIDATED EDISON INC,Donnley Deneen L,SVP and General Counsel,Purchase,$75.40,+30.68,999.18,3.17%,"+$2,313.35"
9743,9743,None,2021-12-06 16:53:29,2021-11-30,ED,CONSOLIDATED EDISON INC,Cawley Timothy,"Dir,Director, President, CEO",Purchase,$75.40,+30.71,"17,176.58",0.18%,"+$2,315.53"
9744,9744,None,2021-12-06 16:54:28,2021-11-30,ED,CONSOLIDATED EDISON INC,HOGLUND ROBERT N,SVP & CFO,Purchase,$75.40,+30.70,"43,173.26",0.07%,"+$2,314.78"
9745,9745,None,2021-12-06 16:56:49,2021-11-30,ED,CONSOLIDATED EDISON INC,Ketschke Matthew,President CECONY,Purchase,$75.40,+1.47,"1,861.28",0.08%,+$111.14
9746,9746,None,2021-12-06 16:58:06,2021-11-30,ED,CONSOLIDATED EDISON INC,Miller Joseph,VP & Controller,Purchase,$75.40,+2.95,"1,113.81",0.27%,+$222.20
9747,9747,None,2021-12-06 16:59:09,2021-11-30,ED,CONSOLIDATED EDISON INC,Nachmias Stuart,President & CEO CET,Purchase,$75.40,+8.84,"1,208.19",0.74%,+$666.69
9748,9748,None,2021-12-06 17:00:16,2021-11-30,ED,CONSOLIDATED EDISON INC,Nadkarni Gurudatta D,"VP, Strategic Planning",Purchase,$75.40,+27.57,"8,490.32",0.33%,"+$2,078.85"
9749,9749,None,2021-12-06 17:02:42,2021-11-30,ED,CONSOLIDATED EDISON INC,Sanchez Robert,"President & CEO, O&R",Purchase,$75.40,+30.65,"7,642.62",0.4%,"+$2,311.09"
10026,10026,None,2021-12-02 08:23:54,2021-11-30,TURN,180 DEGREE CAPITAL CORP.,Rendino Kevin,"Dir,Chairman and CEO",Purchase,$7.19,"+8,915.00","437,016.00",2.08%,"+$64,058.73"
10140,10140,None,2021-12-01 21:17:38,2021-11-30,FTK,FLOTEK INDUSTRIES INC,GIBSON JOHN W JR,"Dir,CEO and President",Purchase,$0.78,"+2,000.00","874,593.00",0.23%,"+$1,560.00"
10167,10167,None,2021-12-01 17:49:29,2021-11-30,GWRS,"Global Water Resources, Inc.",COY DEBRA,Dir,Purchase,$18.25,+22.44,"16,848.01",0.13%,+$409.55
10168,10168,None,2021-12-01 17:50:28,2021-11-30,GWRS,"Global Water Resources, Inc.",Krygier Christopher D,Chief Strategy Officer,Purchase,$18.80,+3.34,"2,586.13",0.13%,+$62.87
10201,10201,M,2021-12-01 09:15:40,2021-11-30,TURN,180 DEGREE CAPITAL CORP.,Gift Alicia M,"Treasurer, Secretary",Purchase,$7.23,"+1,597.00","30,000.00",5.62%,"+$11,541.66"
10229,10229,M,2021-11-30 13:55:10,2021-11-29,BWFG,"Bankwell Financial Group, Inc.",SEIDMAN LAWRENCE B,Dir,Purchase,$31.00,"+7,186.00","715,800.00",1.01%,"+$222,766.00"
10260,10260,None,2021-11-30 09:13:51,2021-11-29,TURN,180 DEGREE CAPITAL CORP.,Wolfe Daniel B,"Dir,President",Purchase,$7.44,"+2,000.00","165,000.00",1.23%,"+$14,877.60"
10258,10258,M,2021-11-30 09:04:15,2021-11-26,TURN,180 DEGREE CAPITAL CORP.,Rendino Kevin,"Dir,Chairman and CEO",Purchase,$7.42,"+4,609.00","428,101.00",1.09%,"+$34,196.38"
10356,10356,None,2021-11-29 09:00:09,2021-11-26,TURN,180 DEGREE CAPITAL CORP.,Wolfe Daniel B,"Dir,President",Purchase,$7.36,"+1,500.00","163,000.00",0.93%,"+$11,040.00"
10422,10422,None,2021-11-29 09:08:27,2021-11-26,TURN,180 DEGREE CAPITAL CORP.,Gift Alicia M,"Treasurer, Secretary",Purchase,$7.45,+500.00,"28,403.00",1.79%,"+$3,725.00"
10453,10453,None,2021-11-26 15:10:39,2021-11-24,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Hollar Mark R,CFO,Purchase,$32.65,+3.00,"6,093.00",0.05%,+$97.95
9885,9885,None,2021-12-03 17:15:41,2021-11-23,CPIX,CUMBERLAND PHARMACEUTICALS INC,Hamm John M.,Chief Financial Officer,Purchase,$2.35,"+3,800.00","6,800.00",126.67%,"+$8,930.00"
10629,10629,M,2021-11-23 08:49:45,2021-11-19,TURN,180 DEGREE CAPITAL CORP.,Wolfe Daniel B,"Dir,President",Purchase,$7.60,"+1,502.00","161,500.00",0.94%,"+$11,415.20"
10731,10731,M,2021-11-22 11:59:56,2021-11-19,BWFG,"Bankwell Financial Group, Inc.",SEIDMAN LAWRENCE B,Dir,Purchase,$31.00,"+2,709.00","708,614.00",0.38%,"+$83,970.59"
10883,10883,M,2021-11-19 17:54:43,2021-11-18,CVRX,"CVRx, Inc.",Jain Mudit K.,Dir,Purchase,$14.39,"+1,175.00","936,183.00",0.13%,"+$16,909.86"
10893,10893,None,2021-11-19 10:09:43,2021-11-17,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Hollar Mark R,CFO,Purchase,$32.16,+3.00,"6,089.00",0.05%,+$96.48
10907,10907,None,2021-11-19 10:11:13,2021-11-17,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Carmack Karen K,SVP,Purchase,$32.16,+1.00,"1,659.00",0.06%,+$32.16
10978,10978,None,2021-11-18 09:00:25,2021-11-17,RILY,"B. Riley Financial, Inc.",RILEY BRYANT R,"Dir,Chairman and Co-CEO10%",Purchase,$77.35,"+20,000.00","5,575,054.00",0.36%,"+$1,547,000.00"
10996,10996,M,2021-11-18 11:22:00,2021-11-16,GWRS,"Global Water Resources, Inc.",Cohn Andrew M.,Dir,Purchase,$18.42,"+1,821.00","1,863,718.00",0.1%,"+$33,537.67"
11023,11023,None,2021-11-18 09:05:57,2021-11-16,TURN,180 DEGREE CAPITAL CORP.,Gift Alicia M,"Treasurer, Secretary",Purchase,$7.50,+280.00,"27,903.00",1.01%,"+$2,100.00"
11109,11109,None,2021-11-17 09:10:45,2021-11-16,TURN,180 DEGREE CAPITAL CORP.,Bigelow Robert E III,"VP, Head of Fund Development",Purchase,$7.57,+754.00,"92,310.00",0.82%,"+$5,707.78"
11061,11061,M,2021-11-17 09:05:03,2021-11-15,TURN,180 DEGREE CAPITAL CORP.,Wolfe Daniel B,"Dir,President",Purchase,$7.56,"+1,886.00","159,998.00",1.19%,"+$14,258.78"
11195,11195,None,2021-11-16 09:09:26,2021-11-12,TURN,180 DEGREE CAPITAL CORP.,Rendino Kevin,"Dir,Chairman and CEO",Purchase,$7.50,"+3,836.00","423,492.00",0.91%,"+$28,770.00"
11292,11292,None,2021-11-15 09:09:21,2021-11-11,TURN,180 DEGREE CAPITAL CORP.,Wolfe Daniel B,"Dir,President",Purchase,$7.49,"+4,000.00","158,112.00",2.6%,"+$29,960.00"
11428,11428,None,2021-11-12 09:18:59,2021-11-11,TURN,180 DEGREE CAPITAL CORP.,Gift Alicia M,"Treasurer, Secretary",Purchase,$7.52,"+1,000.00","27,623.00",3.76%,"+$7,520.00"
11392,11392,None,2021-11-12 09:36:14,2021-11-10,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Hollar Mark R,CFO,Purchase,$32.55,+3.00,"6,086.00",0.05%,+$97.65
11491,11491,None,2021-11-10 09:53:30,2021-11-09,BWFG,"Bankwell Financial Group, Inc.",McNeill Matt,EVP & Chief Banking Officer,Purchase,$31.12,"+11,070.00","33,867.00",48.56%,"+$344,498.40"
11564,11564,None,2021-11-09 16:05:59,2021-11-09,CSWC,CAPITAL SOUTHWEST CORP,Sarner Michael Scott,Chief Financial Officer,Purchase,$26.83,"+3,354.70","287,291.70",1.18%,"+$90,000.00"
11602,11602,None,2021-11-08 16:31:15,2021-11-04,HSON,"Hudson Global, Inc.",Eberwein Jeffrey E.,"Dir,Chief Executive Officer",Purchase,$17.69,+500.00,"274,697.00",0.18%,"+$8,845.00"
11658,11658,None,2021-11-05 15:35:28,2021-11-03,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Hollar Mark R,CFO,Purchase,$32.50,+3.00,"6,083.00",0.05%,+$97.50
11663,11663,None,2021-11-05 15:33:45,2021-11-03,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Hanks Patricia A,SVP,Purchase,$32.50,+3.00,"3,981.00",0.08%,+$97.50
11664,11664,None,2021-11-05 15:32:08,2021-11-03,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Carmack Karen K,SVP,Purchase,$32.50,+1.00,"1,658.00",0.06%,+$32.50
11673,11673,None,2021-11-05 15:30:03,2021-11-03,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Duffey Gregory A,Dir,Purchase,$32.50,+31.00,"8,018.00",0.39%,"+$1,007.50"
11684,11684,None,2021-11-05 15:28:13,2021-11-03,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Craig Kevin W,Dir,Purchase,$32.50,+154.00,"10,946.00",1.43%,"+$5,005.00"
11721,11721,M,2021-11-04 09:00:32,2021-11-03,RILY,"B. Riley Financial, Inc.",Young Kenneth M,President,"Grant,Purchase",$74.80,"+1,331.00","172,376.00",0.78%,"+$99,554.52"
11730,11730,M,2021-11-04 10:30:20,2021-11-03,BWFG,"Bankwell Financial Group, Inc.",Ivanov Penko Krassimir,EVP & Chief Financial Officer,Purchase,$30.62,+150.00,"23,447.00",0.64%,"+$4,593.00"
11689,11689,None,2021-11-04 10:30:57,2021-11-02,BWFG,"Bankwell Financial Group, Inc.",SEIDMAN LAWRENCE B,Dir,Purchase,$30.26,+176.00,"705,905.00",0.02%,"+$5,325.76"
11731,11731,None,2021-11-04 10:30:37,2021-11-02,BWFG,"Bankwell Financial Group, Inc.",Drexler Blake S,Dir,Purchase,$30.25,+396.00,"246,346.00",0.16%,"+$11,979.00"
11732,11732,None,2021-11-04 10:31:16,2021-11-02,BWFG,"Bankwell Financial Group, Inc.",Dale Eric J,Dir,Purchase,$30.25,+277.00,"56,161.00",0.5%,"+$8,379.25"
11733,11733,None,2021-11-04 10:31:30,2021-11-02,BWFG,"Bankwell Financial Group, Inc.",Jones Daniel S,Dir,Purchase,$30.25,+127.00,"270,555.00",0.05%,"+$3,841.75"
11734,11734,None,2021-11-04 10:31:48,2021-11-02,BWFG,"Bankwell Financial Group, Inc.",Garnett James M Jr,Dir,Purchase,$30.26,+185.00,"19,516.00",0.96%,"+$5,598.10"
11735,11735,None,2021-11-04 10:32:07,2021-11-02,BWFG,"Bankwell Financial Group, Inc.",Porto Carl M,Dir,Purchase,$30.25,+190.00,"31,322.00",0.61%,"+$5,747.50"
9875,9875,M,2021-12-03 17:09:16,2021-11-01,CPIX,CUMBERLAND PHARMACEUTICALS INC,KAZIMI A J,"Dir,Chairman and CEO10%",Purchase,$2.75,+395.00,"5,770,169.00",0.01%,"+$1,085.90"
9880,9880,M,2021-12-03 17:05:36,2021-11-01,CPIX,CUMBERLAND PHARMACEUTICALS INC,Cearnal Martin E,"Dir,Sr VP/Chief Commercial Officer",Purchase,$2.74,"+2,485.00","176,359.00",1.43%,"+$6,802.60"
9881,9881,M,2021-12-03 17:07:48,2021-11-01,CPIX,CUMBERLAND PHARMACEUTICALS INC,Krogulski Kenneth,Dir,Purchase,$2.74,"+2,045.00","181,185.00",1.14%,"+$5,604.50"
9882,9882,M,2021-12-03 17:10:39,2021-11-01,CPIX,CUMBERLAND PHARMACEUTICALS INC,Young Caroline,Dir,Purchase,$2.75,+395.00,"14,383.00",2.82%,"+$1,085.90"
9883,9883,M,2021-12-03 17:12:10,2021-11-01,CPIX,CUMBERLAND PHARMACEUTICALS INC,Jones James,Dir,Purchase,$2.72,+882.00,"18,942.00",4.88%,"+$2,401.56"
9884,9884,M,2021-12-03 17:13:25,2021-11-01,CPIX,CUMBERLAND PHARMACEUTICALS INC,Galante Joseph C,Dir,Purchase,$2.65,+284.00,"44,061.00",0.65%,+$752.60
11771,11771,M,2021-11-03 16:41:59,2021-11-01,HSON,"Hudson Global, Inc.",Eberwein Jeffrey E.,"Dir,Chief Executive Officer",Purchase,$17.24,"+1,009.00","274,197.00",0.37%,"+$17,391.47"
11836,11836,None,2021-11-02 14:14:48,2021-11-01,FRME,FIRST MERCHANTS CORP,Sherman Patrick A,Dir,Purchase,$42.07,+11.89,"49,531.50",0.02%,+$500.02
11690,11690,None,2021-11-04 16:54:22,2021-10-31,ED,CONSOLIDATED EDISON INC,de la Bastide Lore,"SVP, Utility Shared Services",Purchase,$75.40,+4.42,974.01,0.46%,+$333.34
11691,11691,None,2021-11-04 16:56:16,2021-10-31,ED,CONSOLIDATED EDISON INC,Cawley Timothy,"Dir,Director, President, CEO",Purchase,$75.40,+30.71,"17,145.87",0.18%,"+$2,315.53"
11692,11692,None,2021-11-04 16:56:58,2021-10-31,ED,CONSOLIDATED EDISON INC,Donnley Deneen L,SVP and General Counsel,Purchase,$75.40,+30.68,968.50,3.27%,"+$2,313.35"
11693,11693,None,2021-11-04 16:58:47,2021-10-31,ED,CONSOLIDATED EDISON INC,HOGLUND ROBERT N,SVP & CFO,Purchase,$75.40,+30.70,"43,142.56",0.07%,"+$2,314.78"
11694,11694,None,2021-11-04 17:02:27,2021-10-31,ED,CONSOLIDATED EDISON INC,Ketschke Matthew,President CECONY,Purchase,$75.40,+1.47,"1,856.86",0.08%,+$111.14
11695,11695,None,2021-11-04 17:03:05,2021-10-31,ED,CONSOLIDATED EDISON INC,Miller Joseph,VP & Controller,Purchase,$75.40,+2.95,"1,110.86",0.27%,+$222.20
11696,11696,None,2021-11-04 17:03:55,2021-10-31,ED,CONSOLIDATED EDISON INC,Nachmias Stuart,President & CEO CET,Purchase,$75.40,+8.84,"1,199.35",0.74%,+$666.69
11697,11697,None,2021-11-04 17:04:59,2021-10-31,ED,CONSOLIDATED EDISON INC,Nadkarni Gurudatta D,"VP, Strategic Planning",Purchase,$75.40,+27.57,"8,462.75",0.33%,"+$2,078.85"
11698,11698,None,2021-11-04 17:05:48,2021-10-31,ED,CONSOLIDATED EDISON INC,Sanchez Robert,"President & CEO, O&R",Purchase,$75.40,+30.65,"7,612.15",0.4%,"+$2,311.09"
11823,11823,None,2021-11-02 16:20:01,2021-10-29,FTK,FLOTEK INDUSTRIES INC,GIBSON JOHN W JR,"Dir,CEO and President",Purchase,$1.23,"+2,000.00","872,593.00",0.23%,"+$2,460.00"
11843,11843,None,2021-11-02 12:55:38,2021-10-29,GWRS,"Global Water Resources, Inc.",COY DEBRA,Dir,Purchase,$18.91,+21.63,"16,825.57",0.13%,+$409.04
11907,11907,None,2021-11-01 19:16:05,2021-10-29,GWRS,"Global Water Resources, Inc.",Krygier Christopher D,Chief Strategy Officer,Purchase,$18.71,+3.36,"2,582.78",0.13%,+$62.77
11959,11959,M,2021-10-29 17:12:56,2021-10-27,HSON,"Hudson Global, Inc.",Eberwein Jeffrey E.,"Dir,Chief Executive Officer",Purchase,$16.01,"+1,500.00","273,188.00",0.55%,"+$24,015.00"
11966,11966,None,2021-10-29 14:28:29,2021-10-27,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Hollar Mark R,CFO,Purchase,$31.89,+3.00,"6,080.00",0.05%,+$95.67
12045,12045,M,2021-10-26 16:48:02,2021-10-22,HSON,"Hudson Global, Inc.",Eberwein Jeffrey E.,"Dir,Chief Executive Officer",Purchase,$16.50,"+1,500.00","271,688.00",0.56%,"+$24,750.00"
12108,12108,None,2021-10-22 09:51:55,2021-10-20,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Hollar Mark R,CFO,Purchase,$32.15,+3.00,"6,077.00",0.05%,+$96.45
